size,recipe,n_train,rate_train,lift_train,n_val,rate_val,lift_val,n_test,rate_test,lift_test,avg_oos_rate,min_oos_rate
4,bb_pos_q1 & bb_width_q1 & macd_hist_q1 & rsi_14_q1,263,0.17870722433460076,1.9539980284466978,130,0.16153846153846155,1.8529264214046823,144,0.16666666666666666,1.7308415608838739,0.1641025641025641,0.16153846153846155
3,bb_pos_q1 & sess_ny_0 & vol_5_20_q4,315,0.15555555555555556,1.7008559670781893,130,0.16153846153846155,1.8529264214046823,270,0.16296296296296298,1.6923784150864547,0.16225071225071225,0.16153846153846155
3,bb_width_q1 & rsi_14_q1 & sess_london_1,332,0.1927710843373494,2.107773315484159,161,0.16149068322981366,1.8523783804637166,153,0.16993464052287582,1.7647796307051264,0.16571266187634476,0.16149068322981366
4,bb_pos_q1 & bb_width_q1 & macd_hist_q1 & sess_london_1,254,0.1732283464566929,1.8940915718868474,94,0.18085106382978725,2.074451566010308,93,0.16129032258064516,1.6750079621456844,0.1710706932052162,0.16129032258064516
4,pos_in_range_20_q1 & sess_london_1 & sess_ny_0 & vol_5_20_q4,167,0.17365269461077845,1.8987314260368153,62,0.1774193548387097,2.035088158685634,93,0.16129032258064516,1.6750079621456844,0.16935483870967744,0.16129032258064516
4,atr_14_q1 & bb_pos_q1 & bb_width_q1 & macd_hist_q1,227,0.20704845814977973,2.2638831783325175,93,0.16129032258064516,1.8500801442596673,110,0.17272727272727273,1.7937812540069238,0.16700879765395893,0.16129032258064516
4,atr_ratio_q1 & bb_pos_q1 & h_2 & pos_in_range_20_q1,285,0.14736842105263157,1.6113372319688108,135,0.17037037037037037,1.954232804232804,118,0.16101694915254236,1.6721689655996745,0.16569365976145636,0.16101694915254236
4,dist_ema200_q1 & h_2 & pos_in_range_20_q1 & rsi_14_q1,238,0.20168067226890757,2.2051914098972922,110,0.16363636363636364,1.8769904009034442,118,0.16101694915254236,1.6721689655996745,0.16232665639445298,0.16101694915254236
4,atr_ratio_q1 & macd_hist_q1 & pos_in_range_20_q1 & rsi_14_q1,314,0.1624203821656051,1.7759164897381456,159,0.16352201257861634,1.8756787374506814,205,0.16097560975609757,1.6717396539268636,0.16224881116735695,0.16097560975609757
4,macd_hist_q1 & pos_in_range_20_q1 & sess_london_1 & sess_ny_0,447,0.18344519015659955,2.0058032977048637,215,0.2,2.2940993788819877,292,0.16095890410958905,1.6715661649631932,0.18047945205479454,0.16095890410958905
4,bb_pos_q1 & bb_width_q1 & dist_ema200_q1 & sess_ny_0,191,0.2198952879581152,2.4043513670738803,87,0.16091954022988506,1.8458270864567714,73,0.2191780821917808,2.2761752033541356,0.19004881121083295,0.16091954022988506
3,h_2 & rsi_14_q1 & vol_5_20_q4,139,0.2014388489208633,2.202547295496936,62,0.1774193548387097,2.035088158685634,87,0.16091954022988506,1.6711573691292576,0.16916944753429736,0.16091954022988506
